person_id,nombre,url_wordpress,ruta_local,url_cloudinary,success,error
158079,"Luis Sandrini","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000002452.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000002452.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589280/cinenacional/personas/158079/photo.jpg",true,""
158086,"Irma Roy","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000002431.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000002431.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589280/cinenacional/personas/158086/photo.jpg",true,""
158089,"Margarita Palacios","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000002428.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000002428.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589281/cinenacional/personas/158089/photo.jpg",true,""
158092,"Alfredo de Angelis","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000002425.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000002425.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589282/cinenacional/personas/158092/photo.jpg",true,""
158098,"Héctor Gagliardi","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000002422.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000002422.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589283/cinenacional/personas/158098/photo.jpg",true,""
158101,"Francisco Alvarez","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000002419.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000002419.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589284/cinenacional/personas/158101/photo.jpg",true,""
158106,"Máximo Gorki","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000002411.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000002411.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589285/cinenacional/personas/158106/photo.jpg",true,""
158108,"León Klimovsky","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000002408.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000002408.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589286/cinenacional/personas/158108/photo.jpg",true,""
158115,"Golde Flami","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000002405.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000002405.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589287/cinenacional/personas/158115/photo.jpg",true,""
158120,"Aída Alberti","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000002399.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000002399.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589288/cinenacional/personas/158120/photo.jpg",true,""
158138,"Lilian Valmar","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000002396.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000002396.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589289/cinenacional/personas/158138/photo.jpg",true,""
158143,"Susana Canales","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000002393.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000002393.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589290/cinenacional/personas/158143/photo.jpg",true,""
158152,"Pedro López Lagar","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000002378.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000002378.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589291/cinenacional/personas/158152/photo.jpg",true,""
158154,"Luis César Amadori","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000002375.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000002375.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589292/cinenacional/personas/158154/photo.jpg",true,""
158157,"Raúl Soldi","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000002364.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000002364.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589294/cinenacional/personas/158157/photo.jpg",true,""
158169,"Lydia Lamaison","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000002361.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000002361.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589296/cinenacional/personas/158169/photo.jpg",true,""
158179,"Oscar Valicelli","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000002349.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000002349.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589296/cinenacional/personas/158179/photo.jpg",true,""
158182,"Delia Garcés","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000002343.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000002343.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589297/cinenacional/personas/158182/photo.jpg",true,""
158185,"Carlos Borcosque","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000002301.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000002301.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589298/cinenacional/personas/158185/photo.jpg",true,""
158189,"Antonio Di Benedetto","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000002298.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000002298.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589300/cinenacional/personas/158189/photo.jpg",true,""
158191,"Abelardo Arias","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000002295.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000002295.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589301/cinenacional/personas/158191/photo.jpg",true,""
158199,"Catrano Catrani","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000002292.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000002292.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589302/cinenacional/personas/158199/photo.jpg",true,""
